League;Date;Get;Pay;Value;Confidence
Allflame;2026-09-18;Fragment of Knowledge;Chaos Orb;113.6903918816798;Medium
Allflame;2026-09-19;Fragment of Knowledge;Chaos Orb;84.96655511173485;Medium
Allflame;2026-09-20;Fragment of Knowledge;Chaos Orb;93.06844434848321;Medium
Allflame;2026-09-21;Fragment of Knowledge;Chaos Orb;90.78476735398898;Medium
Allflame;2026-09-16;Fragment of Purification;Chaos Orb;14.012265795206972;Medium
Allflame;2026-09-17;Fragment of Purification;Chaos Orb;12.646544662309369;Medium
Allflame;2026-09-18;Fragment of Purification;Chaos Orb;11.077699346405229;Medium
Allflame;2026-09-19;Fragment of Purification;Chaos Orb;11.997538126361654;Medium
Allflame;2026-09-20;Fragment of Purification;Chaos Orb;10.569063180827886;Medium
Allflame;2026-09-21;Fragment of Purification;Chaos Orb;11.964509803921567;Medium
Allflame;2026-09-16;Fragment of Shape;Chaos Orb;126.86577828182592;Medium
Allflame;2026-09-17;Fragment of Shape;Chaos Orb;115.81956336830167;Medium
Allflame;2026-09-18;Fragment of Shape;Chaos Orb;101.90133257726113;Medium
Allflame;2026-09-19;Fragment of Shape;Chaos Orb;84.32680464984405;Medium
Allflame;2026-09-20;Fragment of Shape;Chaos Orb;93.92596540969663;Medium
Allflame;2026-09-21;Fragment of Shape;Chaos Orb;86.3924468386731;Medium
Allflame;2026-09-16;Hivebrain Gland;Chaos Orb;7.726155778894474;Medium
Allflame;2026-09-17;Hivebrain Gland;Chaos Orb;9.97924623115578;Medium
Allflame;2026-09-18;Hivebrain Gland;Chaos Orb;8.148052763819097;Medium
Allflame;2026-09-19;Hivebrain Gland;Chaos Orb;8.165000000000001;Medium
Allflame;2026-09-20;Hivebrain Gland;Chaos Orb;9.63673366834171;Medium
Allflame;2026-09-21;Hivebrain Gland;Chaos Orb;10.541180904522614;Medium
Allflame;2026-09-16;Fragment of the Hydra;Chaos Orb;6.71960693729173;Medium
Allflame;2026-09-17;Fragment of the Hydra;Chaos Orb;7.646857770372614;Medium
Allflame;2026-09-18;Fragment of the Hydra;Chaos Orb;6.115978491366253;Medium
Allflame;2026-09-19;Fragment of the Hydra;Chaos Orb;7.8956323841260225;Medium
Allflame;2026-09-20;Fragment of the Hydra;Chaos Orb;5.5968903362617395;Medium
Allflame;2026-09-21;Fragment of the Hydra;Chaos Orb;5.7455089366858525;Medium
Allflame;2026-09-16;Mortal Ignorance;Chaos Orb;17.13437283018868;Medium
Allflame;2026-09-17;Mortal Ignorance;Chaos Orb;14.261497358490566;Medium
Allflame;2026-09-18;Mortal Ignorance;Chaos Orb;17.734182641509435;Medium
Allflame;2026-09-19;Mortal Ignorance;Chaos Orb;12.4348920754717;Medium
Allflame;2026-09-20;Mortal Ignorance;Chaos Orb;13.193874716981131;Medium
Allflame;2026-09-21;Mortal Ignorance;Chaos Orb;13.137581886792455;Medium
Allflame;2026-09-16;Memory of Loneliness;Chaos Orb;5.124335148427894;Medium
Allflame;2026-09-17;Memory of Loneliness;Chaos Orb;6.099385209906903;Medium
Allflame;2026-09-18;Memory of Loneliness;Chaos Orb;4.906119796240998;Medium
Allflame;2026-09-19;Memory of Loneliness;Chaos Orb;5.453254874407167;Medium
Allflame;2026-09-20;Memory of Loneliness;Chaos Orb;5.053548217108731;Medium
Allflame;2026-09-21;Memory of Loneliness;Chaos Orb;5.06525733356754;Medium
Allflame;2026-09-16;Sacrifice at Midnight;Chaos Orb;6.928152895399405;Medium
Allflame;2026-09-17;Sacrifice at Midnight;Chaos Orb;4.964243533989471;Medium
Allflame;2026-09-18;Sacrifice at Midnight;Chaos Orb;4.01810482948043;Medium
Allflame;2026-09-19;Sacrifice at Midnight;Chaos Orb;2.53099565117876;Medium
Allflame;2026-09-20;Sacrifice at Midnight;Chaos Orb;3.3898329137102317;Medium
Allflame;2026-09-21;Sacrifice at Midnight;Chaos Orb;2.8906477454795145;Medium
Allflame;2026-09-16;Sacrifice at Noon;Chaos Orb;3.799792274678112;Medium
Allflame;2026-09-17;Sacrifice at Noon;Chaos Orb;2.8409201716738197;Medium
Allflame;2026-09-18;Sacrifice at Noon;Chaos Orb;3.218396566523605;Medium
Allflame;2026-09-19;Sacrifice at Noon;Chaos Orb;2.292758798283262;Medium
Allflame;2026-09-20;Sacrifice at Noon;Chaos Orb;2.3469184549356226;Medium
Allflame;2026-09-21;Sacrifice at Noon;Chaos Orb;2.09417339055794;Medium
Allflame;2026-09-16;Dedication to the Goddess;Chaos Orb;24.826520146520146;Medium
Allflame;2026-09-17;Dedication to the Goddess;Chaos Orb;26.529307989307988;Medium
Allflame;2026-09-18;Dedication to the Goddess;Chaos Orb;26.34257103257103;Medium
Allflame;2026-09-19;Dedication to the Goddess;Chaos Orb;25.0797227997228;Medium
Allflame;2026-09-20;Dedication to the Goddess;Chaos Orb;19.18326601326601;Medium
Allflame;2026-09-21;Dedication to the Goddess;Chaos Orb;31.17241164241164;Medium
Allflame;2026-09-16;Ritual Vessel;Chaos Orb;2.5715875714948213;Medium
Allflame;2026-09-17;Ritual Vessel;Chaos Orb;2.0212088421703505;Medium
Allflame;2026-09-18;Ritual Vessel;Chaos Orb;1.6327716803215333;Medium
Allflame;2026-09-19;Ritual Vessel;Chaos Orb;2.1519863966609982;Medium
Allflame;2026-09-20;Ritual Vessel;Chaos Orb;1.899057041273767;Medium
Allflame;2026-09-21;Ritual Vessel;Chaos Orb;1.6845262018859173;Medium
Allflame;2026-09-16;Sacred Blossom;Chaos Orb;38.16519805420431;Medium
Allflame;2026-09-17;Sacred Blossom;Chaos Orb;39.858075052119524;Medium
Allflame;2026-09-18;Sacred Blossom;Chaos Orb;35.362772758860324;Medium
Allflame;2026-09-19;Sacred Blossom;Chaos Orb;40.576018068102854;Medium
Allflame;2026-09-20;Sacred Blossom;Chaos Orb;46.43378040305768;Medium
Allflame;2026-09-21;Sacred Blossom;Chaos Orb;51.84690757470465;Medium
Allflame;2026-09-16;The Maven's Writ;Chaos Orb;15.7997707116591;Medium
Allflame;2026-09-17;The Maven's Writ;Chaos Orb;13.792468094311058;Medium
Allflame;2026-09-18;The Maven's Writ;Chaos Orb;13.657616266493623;Medium
Allflame;2026-09-19;The Maven's Writ;Chaos Orb;11.29881462253948;Medium
Allflame;2026-09-20;The Maven's Writ;Chaos Orb;13.085048669695006;Medium
Allflame;2026-09-21;The Maven's Writ;Chaos Orb;16.67299156391954;Medium
Allflame;2026-09-16;Timeless Maraketh Emblem;Chaos Orb;59.9739941118744;Medium
Allflame;2026-09-17;Timeless Maraketh Emblem;Chaos Orb;45.479735034347414;Medium
Allflame;2026-09-18;Timeless Maraketh Emblem;Chaos Orb;54.15932286555447;Medium
Allflame;2026-09-19;Timeless Maraketh Emblem;Chaos Orb;50.49170755642788;Medium
Allflame;2026-09-20;Timeless Maraketh Emblem;Chaos Orb;34.13101079489696;Medium
Allflame;2026-09-21;Timeless Maraketh Emblem;Chaos Orb;44.272423945044174;Medium
Allflame;2026-09-16;Timeless Maraketh Splinter;Chaos Orb;0.9793288119738073;Medium
Allflame;2026-09-17;Timeless Maraketh Splinter;Chaos Orb;2.4039335827876522;Medium
Allflame;2026-09-18;Timeless Maraketh Splinter;Chaos Orb;0.9623526660430309;Medium
Allflame;2026-09-19;Timeless Maraketh Splinter;Chaos Orb;1.832032273152479;Medium
Allflame;2026-09-20;Timeless Maraketh Splinter;Chaos Orb;0.5315481758652946;Medium
Allflame;2026-09-21;Timeless Maraketh Splinter;Chaos Orb;0.5933302151543497;Medium
Allflame;2026-09-16;Timeless Templar Emblem;Chaos Orb;24.28151300236407;Medium
Allflame;2026-09-17;Timeless Templar Emblem;Chaos Orb;17.980453112687158;Medium
Allflame;2026-09-18;Timeless Templar Emblem;Chaos Orb;20.6541804570528;Medium
Allflame;2026-09-19;Timeless Templar Emblem;Chaos Orb;17.96410559495666;Medium
Allflame;2026-09-20;Timeless Templar Emblem;Chaos Orb;17.769751773049645;Medium
Allflame;2026-09-21;Timeless Templar Emblem;Chaos Orb;17.52090622537431;Medium
Allflame;2026-09-16;Traumatic Fragment;Chaos Orb;83.38862552426602;Medium
Allflame;2026-09-17;Traumatic Fragment;Chaos Orb;67.50685560215697;Medium
Allflame;2026-09-18;Traumatic Fragment;Chaos Orb;58.95743079688436;Medium
Allflame;2026-09-19;Traumatic Fragment;Chaos Orb;69.46314319952067;Medium
Allflame;2026-09-20;Traumatic Fragment;Chaos Orb;62.832672258837626;Medium
Allflame;2026-09-21;Traumatic Fragment;Chaos Orb;60.39851288196524;Medium
Allflame;2026-09-16;Zorath's Eye of the Endless;Chaos Orb;230.18381966960013;Medium
Allflame;2026-09-17;Zorath's Eye of the Endless;Chaos Orb;205.9603828933148;Medium
Allflame;2026-09-18;Zorath's Eye of the Endless;Chaos Orb;161.27548247645515;Medium
Allflame;2026-09-19;Zorath's Eye of the Endless;Chaos Orb;153.32334414080594;Medium
Allflame;2026-09-20;Zorath's Eye of the Endless;Chaos Orb;217.42981318511656;Medium
Allflame;2026-09-21;Zorath's Eye of the Endless;Chaos Orb;234.95510267098965;Medium
Allflame;2026-09-16;Sacrifice at Dawn;Chaos Orb;1.23808369462771;Medium
Allflame;2026-09-17;Sacrifice at Dawn;Chaos Orb;1.4972143261074464;Medium
Allflame;2026-09-18;Sacrifice at Dawn;Chaos Orb;0.6331279924599438;Medium
Allflame;2026-09-19;Sacrifice at Dawn;Chaos Orb;0.39264278982092377;Medium
Allflame;2026-09-20;Sacrifice at Dawn;Chaos Orb;0.655448067860509;Medium
Allflame;2026-09-21;Sacrifice at Dawn;Chaos Orb;0.5650789820923658;Medium
Allflame;2026-09-16;Devouring Fragment;Chaos Orb;174.9044419766796;Medium
Allflame;2026-09-17;Devouring Fragment;Chaos Orb;148.71365907828982;Medium
Allflame;2026-09-18;Devouring Fragment;Chaos Orb;175.53808995002774;Medium
Allflame;2026-09-19;Devouring Fragment;Chaos Orb;207.99494725152692;Medium
Allflame;2026-09-20;Devouring Fragment;Chaos Orb;226.26513048306498;Medium
Allflame;2026-09-21;Devouring Fragment;Chaos Orb;188.4574680732926;Medium
Allflame;2026-09-16;Echo of Reverence;Chaos Orb;316.08735656384886;Medium
Allflame;2026-09-17;Echo of Reverence;Chaos Orb;281.82905569007266;Medium
Allflame;2026-09-18;Echo of Reverence;Chaos Orb;326.73694073060324;Medium
Allflame;2026-09-19;Echo of Reverence;Chaos Orb;330.8428045057375;Medium
Allflame;2026-09-20;Echo of Reverence;Chaos Orb;310.6021791767555;Medium
Allflame;2026-09-21;Echo of Reverence;Chaos Orb;225.2451205390041;Medium
Allflame;2026-09-16;Echo of Trauma;Chaos Orb;505.15122994652404;Medium
Allflame;2026-09-17;Echo of Trauma;Chaos Orb;419.43112299465236;Medium
Allflame;2026-09-18;Echo of Trauma;Chaos Orb;458.007486631016;Medium
Allflame;2026-09-19;Echo of Trauma;Chaos Orb;479.2175401069518;Medium
Allflame;2026-09-20;Echo of Trauma;Chaos Orb;400.2124064171123;Medium
Allflame;2026-09-21;Echo of Trauma;Chaos Orb;381.8272727272727;Medium
Allflame;2026-09-16;Fragment of Terror;Chaos Orb;44.83803321678321;Medium
Allflame;2026-09-17;Fragment of Terror;Chaos Orb;42.730741064491056;Medium
Allflame;2026-09-18;Fragment of Terror;Chaos Orb;38.79408702408702;Medium
Allflame;2026-09-19;Fragment of Terror;Chaos Orb;36.342493201243194;Medium
Allflame;2026-09-20;Fragment of Terror;Chaos Orb;39.27527972027971;Medium
Allflame;2026-09-21;Fragment of Terror;Chaos Orb;39.520024281274274;Medium
Allflame;2026-09-16;Mortal Hope;Chaos Orb;15.059978880675816;Medium
Allflame;2026-09-17;Mortal Hope;Chaos Orb;12.839493136219641;Medium
Allflame;2026-09-18;Mortal Hope;Chaos Orb;14.984582893347413;Medium
Allflame;2026-09-19;Mortal Hope;Chaos Orb;11.102428722280886;Medium
Allflame;2026-09-20;Mortal Hope;Chaos Orb;11.922914466737064;Medium
Allflame;2026-09-21;Mortal Hope;Chaos Orb;15.932206969376981;Medium
Allflame;2026-09-16;Lonely Fragment;Chaos Orb;71.26863021989108;Medium
Allflame;2026-09-17;Lonely Fragment;Chaos Orb;57.39343151099456;Medium
Allflame;2026-09-18;Lonely Fragment;Chaos Orb;57.90227153520275;Medium
Allflame;2026-09-19;Lonely Fragment;Chaos Orb;60.067944321161995;Medium
Allflame;2026-09-20;Lonely Fragment;Chaos Orb;55.61249142626589;Medium
Allflame;2026-09-21;Lonely Fragment;Chaos Orb;58.9633891466613;Medium
Allflame;2026-09-16;Memory of Reverence;Chaos Orb;11.650341690468634;Medium
Allflame;2026-09-17;Memory of Reverence;Chaos Orb;12.37183962763144;Medium
Allflame;2026-09-18;Memory of Reverence;Chaos Orb;11.242186607426213;Medium
Allflame;2026-09-19;Memory of Reverence;Chaos Orb;10.316033005395111;Medium
Allflame;2026-09-20;Memory of Reverence;Chaos Orb;17.40729398074685;Medium
Allflame;2026-09-21;Memory of Reverence;Chaos Orb;20.30369194964561;Medium
Allflame;2026-09-16;Memory of Trauma;Chaos Orb;101.16018684105164;Medium
Allflame;2026-09-17;Memory of Trauma;Chaos Orb;87.98127318830907;Medium
Allflame;2026-09-18;Memory of Trauma;Chaos Orb;87.94279460830107;Medium
Allflame;2026-09-19;Memory of Trauma;Chaos Orb;87.91393567329507;Medium
Allflame;2026-09-20;Memory of Trauma;Chaos Orb;86.61528359802482;Medium
Allflame;2026-09-21;Memory of Trauma;Chaos Orb;83.75824903243026;Medium
Allflame;2026-09-16;Fragment of the Minotaur;Chaos Orb;9.230009295204768;Medium
Allflame;2026-09-17;Fragment of the Minotaur;Chaos Orb;6.624293837826016;Medium
Allflame;2026-09-18;Fragment of the Minotaur;Chaos Orb;6.500212149379409;Medium
Allflame;2026-09-19;Fragment of the Minotaur;Chaos Orb;8.537654327737986;Medium
Allflame;2026-09-20;Fragment of the Minotaur;Chaos Orb;6.44390617310952;Medium
Allflame;2026-09-21;Fragment of the Minotaur;Chaos Orb;8.07365137514353;Medium
Allflame;2026-09-16;Tribute to the Goddess;Chaos Orb;8.749138680091027;Medium
Allflame;2026-09-17;Tribute to the Goddess;Chaos Orb;9.060125508585616;Medium
Allflame;2026-09-18;Tribute to the Goddess;Chaos Orb;9.150164816219572;Medium
Allflame;2026-09-19;Tribute to the Goddess;Chaos Orb;8.000726846424383;Medium
Allflame;2026-09-20;Tribute to the Goddess;Chaos Orb;9.603554237638784;Medium
Allflame;2026-09-21;Tribute to the Goddess;Chaos Orb;10.464994138335287;Medium
Allflame;2026-09-16;Fragment of the Phoenix;Chaos Orb;6.339139082256002;Medium
Allflame;2026-09-17;Fragment of the Phoenix;Chaos Orb;5.473334280437562;Medium
Allflame;2026-09-18;Fragment of the Phoenix;Chaos Orb;5.378775394232136;Medium
Allflame;2026-09-19;Fragment of the Phoenix;Chaos Orb;6.600653501917886;Medium
Allflame;2026-09-20;Fragment of the Phoenix;Chaos Orb;5.490325330302601;Medium
Allflame;2026-09-21;Fragment of the Phoenix;Chaos Orb;6.2379315243642575;Medium
Allflame;2026-09-16;Mortal Rage;Chaos Orb;13.378031770631537;Medium
Allflame;2026-09-17;Mortal Rage;Chaos Orb;10.872239442076713;Medium
Allflame;2026-09-18;Mortal Rage;Chaos Orb;11.645376469068836;Medium
Allflame;2026-09-19;Mortal Rage;Chaos Orb;9.650406819062379;Medium
Allflame;2026-09-20;Mortal Rage;Chaos Orb;9.846452279478239;Medium
Allflame;2026-09-21;Mortal Rage;Chaos Orb;9.01947178096345;Medium
Allflame;2026-09-16;Reality Fragment;Chaos Orb;246.49883441023695;Medium
Allflame;2026-09-17;Reality Fragment;Chaos Orb;232.2541239072596;Medium
Allflame;2026-09-18;Reality Fragment;Chaos Orb;231.36546306854174;Medium
Allflame;2026-09-19;Reality Fragment;Chaos Orb;226.13804637020144;Medium
Allflame;2026-09-20;Reality Fragment;Chaos Orb;220.10038008361843;Medium
Allflame;2026-09-21;Reality Fragment;Chaos Orb;214.9252375522615;Medium
Allflame;2026-09-16;Reverent Fragment;Chaos Orb;181.5561459795468;Medium
Allflame;2026-09-17;Reverent Fragment;Chaos Orb;183.87607780228595;Medium
Allflame;2026-09-18;Reverent Fragment;Chaos Orb;183.34335271706436;Medium
Allflame;2026-09-19;Reverent Fragment;Chaos Orb;178.30824142771206;Medium
Allflame;2026-09-20;Reverent Fragment;Chaos Orb;149.48953278524164;Medium
Allflame;2026-09-21;Reverent Fragment;Chaos Orb;176.4351112893523;Medium
Allflame;2026-09-16;Synthesising Fragment;Chaos Orb;16.514023285899096;Medium
Allflame;2026-09-17;Synthesising Fragment;Chaos Orb;16.250776196636483;Medium
Allflame;2026-09-18;Synthesising Fragment;Chaos Orb;14.660970245795603;Medium
Allflame;2026-09-19;Synthesising Fragment;Chaos Orb;16.429715394566625;Medium
Allflame;2026-09-20;Synthesising Fragment;Chaos Orb;12.878460543337646;Medium
Allflame;2026-09-21;Synthesising Fragment;Chaos Orb;16.075278137128073;Medium
Allflame;2026-09-16;Timeless Eternal Emblem;Chaos Orb;4.11118659742477;Medium
Allflame;2026-09-17;Timeless Eternal Emblem;Chaos Orb;3.1879305684000854;Medium
Allflame;2026-09-18;Timeless Eternal Emblem;Chaos Orb;5.5013964572810705;Medium
Allflame;2026-09-19;Timeless Eternal Emblem;Chaos Orb;4.008106281567903;Medium
Allflame;2026-09-20;Timeless Eternal Emblem;Chaos Orb;3.3669467169381804;Medium
Allflame;2026-09-21;Timeless Eternal Emblem;Chaos Orb;3.688900903464466;Medium
Allflame;2026-09-16;Timeless Karui Emblem;Chaos Orb;5.568524590163933;Medium
Allflame;2026-09-17;Timeless Karui Emblem;Chaos Orb;3.4956357012750447;Medium
Allflame;2026-09-18;Timeless Karui Emblem;Chaos Orb;6.007723132969033;Medium
Allflame;2026-09-19;Timeless Karui Emblem;Chaos Orb;3.0359198542805093;Medium
Allflame;2026-09-20;Timeless Karui Emblem;Chaos Orb;6.947672131147538;Medium
Allflame;2026-09-21;Timeless Karui Emblem;Chaos Orb;6.144932604735882;Medium
Allflame;2026-09-16;Timeless Vaal Emblem;Chaos Orb;8.496220444016604;Medium
Allflame;2026-09-17;Timeless Vaal Emblem;Chaos Orb;6.502347632513086;Medium
Allflame;2026-09-18;Timeless Vaal Emblem;Chaos Orb;6.591391613019674;Medium
Allflame;2026-09-19;Timeless Vaal Emblem;Chaos Orb;4.930187112688767;Medium
Allflame;2026-09-20;Timeless Vaal Emblem;Chaos Orb;6.208146320919319;Medium
Allflame;2026-09-21;Timeless Vaal Emblem;Chaos Orb;4.818347873172493;Medium
Allflame;2026-09-16;Veritania's Crest;Chaos Orb;7.735555426581543;Medium
Allflame;2026-09-17;Veritania's Crest;Chaos Orb;6.720858966918166;Medium
Allflame;2026-09-18;Veritania's Crest;Chaos Orb;6.542986070806732;Medium
Allflame;2026-09-19;Veritania's Crest;Chaos Orb;11.422176436448053;Medium
Allflame;2026-09-20;Veritania's Crest;Chaos Orb;11.794341265235056;Medium
Allflame;2026-09-21;Veritania's Crest;Chaos Orb;13.168067324434125;Medium
Allflame;2026-09-23;Broken Mirror of Kalandra;Chaos Orb;41055;High
Allflame;2026-09-23;Reflecting Mist;Chaos Orb;1782;High
Allflame;2026-09-23;Fracturing Orb;Chaos Orb;434.7;High
Allflame;2026-09-23;Orb of Conflict;Chaos Orb;376.6;High
Allflame;2026-09-23;Divine Orb;Chaos Orb;365.8;High
Allflame;2026-09-23;Tempering Catalyst;Chaos Orb;5.67;High
Allflame;2026-09-23;Prismatic Catalyst;Chaos Orb;87.45;High
Allflame;2026-09-23;Orb of Annulment;Chaos Orb;13.32;High
Allflame;2026-09-23;Accelerating Catalyst;Chaos Orb;4.02;High
Allflame;2026-09-23;Stacked Deck;Chaos Orb;6.48;High
Allflame;2026-09-23;Chromatic Orb;Chaos Orb;3.89;High
Allflame;2026-09-23;Ancient Orb;Chaos Orb;12.12;High
Allflame;2026-09-23;Unstable Catalyst;Chaos Orb;7.1;High
Allflame;2026-09-23;Enkindling Orb;Chaos Orb;2.04;High
Allflame;2026-09-23;Gemcutter's Prism;Chaos Orb;1.94;High
Allflame;2026-09-23;Intrinsic Catalyst;Chaos Orb;2.7;High
Allflame;2026-09-23;Scrying Orb;Chaos Orb;3;High
Allflame;2026-09-23;Turbulent Catalyst;Chaos Orb;2.15;High
Allflame;2026-09-23;Imbued Catalyst;Chaos Orb;2.13;High
Allflame;2026-09-23;Abrasive Catalyst;Chaos Orb;2.27;High
Allflame;2026-09-23;Orb of Scouring;Chaos Orb;0.8146;High
Allflame;2026-09-23;Fertile Catalyst;Chaos Orb;32.59;High
Allflame;2026-09-23;Noxious Catalyst;Chaos Orb;2.26;High
Allflame;2026-09-23;Orb of Fusing;Chaos Orb;0.1108;High
Allflame;2026-09-23;Orb of Alteration;Chaos Orb;0.1622;High
Allflame;2026-09-23;Orb of Transmutation;Chaos Orb;0.007708;High
Allflame;2026-09-23;Vivid Crystallised Lifeforce;Chaos Orb;0.1197;High
Allflame;2026-09-23;Jeweller's Orb;Chaos Orb;0.01211;High
Allflame;2026-09-23;Reverent Reliquary Key;Chaos Orb;2800;High
Allflame;2026-09-23;Traumatic Reliquary Key;Chaos Orb;1785;High
Allflame;2026-09-23;Syndicate Medallion;Chaos Orb;1575;High
Allflame;2026-09-23;Archive Reliquary Key;Chaos Orb;1400;High
Allflame;2026-09-23;Zorath's Eye of the Inevitable;Chaos Orb;1085;High
Allflame;2026-09-23;Shiny Reliquary Key;Chaos Orb;1050;High
Allflame;2026-09-23;Forgotten Reliquary Key;Chaos Orb;380;High
Allflame;2026-09-23;Oubliette Reliquary Key;Chaos Orb;350;High
Allflame;2026-09-23;Valdo's Puzzle Box;Chaos Orb;350;High
Allflame;2026-09-23;Simulacrum;Chaos Orb;269.6;High
Allflame;2026-09-23;Zorath's Eye of the Endless;Chaos Orb;200;High
Allflame;2026-09-23;Voidborn Reliquary Key;Chaos Orb;149;High
Allflame;2026-09-23;An Audience With The King;Chaos Orb;36.5;High
Allflame;2026-09-23;Gift to the Goddess;Chaos Orb;35;High
Allflame;2026-09-23;Zorath's Eye of Authority;Chaos Orb;13.6;High
Allflame;2026-09-23;Zorath's Eye of Malevolence;Chaos Orb;10;High
Allflame;2026-09-23;Message in a Bottle;Chaos Orb;8;High
Allflame;2026-09-23;Simulacrum Splinter;Chaos Orb;3.2;High
Allflame;2026-09-23;Sacrifice at Noon;Chaos Orb;1.44;High
Allflame;2026-09-23;Offering to the Goddess;Chaos Orb;1.4;High
Allflame;2026-09-23;Divine Vessel;Chaos Orb;1;High
Allflame;2026-09-23;Blessed Orb;Chaos Orb;0.08532;High
Allflame;2026-09-23;Orb of Alchemy;Chaos Orb;0.0186;High
Allflame;2026-09-23;Orb of Augmentation;Chaos Orb;0.03616;High
Allflame;2026-09-23;Awakener's Orb;Chaos Orb;983.6;High
Allflame;2026-09-23;Glassblower's Bauble;Chaos Orb;0.5261;High
Allflame;2026-09-23;Orb of Chance;Chaos Orb;0.1275;High
Allflame;2026-09-23;Dead Man's Sulphur;Chaos Orb;0.01019;High
Allflame;2026-09-23;Elder's Exalted Orb;Chaos Orb;88.94;High
Allflame;2026-09-23;Eldritch Chaos Orb;Chaos Orb;37.66;High
Allflame;2026-09-23;Eldritch Exalted Orb;Chaos Orb;3.41;High
Allflame;2026-09-23;Eldritch Orb of Annulment;Chaos Orb;41.53;High
Allflame;2026-09-23;Exalted Orb;Chaos Orb;2.46;High
Allflame;2026-09-23;Exceptional Eldritch Ichor;Chaos Orb;293.9;High
Allflame;2026-09-23;Fracturing Shard;Chaos Orb;17.12;High
Allflame;2026-09-23;Grand Eldritch Ember;Chaos Orb;10.17;High
Allflame;2026-09-23;Grand Eldritch Ichor;Chaos Orb;6.06;High
Allflame;2026-09-23;Greater Eldritch Ember;Chaos Orb;0.6182;High
Allflame;2026-09-23;Greater Eldritch Ichor;Chaos Orb;0.3576;High
Allflame;2026-09-23;Instilling Orb;Chaos Orb;0.2223;High
Allflame;2026-09-23;Lesser Eldritch Ember;Chaos Orb;0.1341;High
Allflame;2026-09-23;Lesser Eldritch Ichor;Chaos Orb;0.08206;High
Allflame;2026-09-23;Maven's Chisel of Avarice;Chaos Orb;240.4;High
Allflame;2026-09-23;Maven's Chisel of Scarabs;Chaos Orb;56.69;High
Allflame;2026-09-23;Orb of Binding;Chaos Orb;0.004394;High
Allflame;2026-09-23;Orb of Intention;Chaos Orb;1.97;High
Allflame;2026-09-23;Orb of Remembrance;Chaos Orb;107.6;High
Allflame;2026-09-23;Orb of Unmaking;Chaos Orb;0.2414;High
Allflame;2026-09-23;Orb of Unravelling;Chaos Orb;21.77;High
Allflame;2026-09-23;Primal Crystallised Lifeforce;Chaos Orb;0.07285;High
Allflame;2026-09-23;Redeemer's Exalted Orb;Chaos Orb;220.8;High
Allflame;2026-09-23;Regal Orb;Chaos Orb;0.07104;High
Allflame;2026-09-23;Orb of Regret;Chaos Orb;1.75;High
Allflame;2026-09-23;Sacred Crystallised Lifeforce;Chaos Orb;50.01;High
Allflame;2026-09-23;Crystallised Rancour;Chaos Orb;476.8;High
Allflame;2026-09-23;Armourer's Scrap;Chaos Orb;0.2058;High
Allflame;2026-09-23;Shaper's Exalted Orb;Chaos Orb;148.2;High
Allflame;2026-09-23;Tainted Blacksmith's Whetstone;Chaos Orb;6.19;High
Allflame;2026-09-23;Tainted Exalted Orb;Chaos Orb;499.5;High
Allflame;2026-09-23;Tainted Orb of Fusing;Chaos Orb;22.69;High
Allflame;2026-09-23;Veiled Exalted Orb;Chaos Orb;5149;High
Allflame;2026-09-23;Wild Crystallised Lifeforce;Chaos Orb;0.02835;High
Allflame;2026-09-23;Crusader's Exalted Orb;Chaos Orb;201.1;High
Allflame;2026-09-23;Hinekora's Lock;Chaos Orb;101521;High
Allflame;2026-09-23;Exceptional Eldritch Ember;Chaos Orb;189.3;High
Allflame;2026-09-23;Flesh of Xesht;Chaos Orb;92.95;High
Allflame;2026-09-23;Foulborn Exalted Orb;Chaos Orb;1967;High
Allflame;2026-09-23;Foulborn Orb of Augmentation;Chaos Orb;1.71;High
Allflame;2026-09-23;Foulborn Regal Orb;Chaos Orb;12.97;High
Allflame;2026-09-23;Hunter's Exalted Orb;Chaos Orb;573.6;High
Allflame;2026-09-23;Maven's Chisel of Divination;Chaos Orb;37.06;High
Allflame;2026-09-23;Maven's Chisel of Procurement;Chaos Orb;3.64;High
Allflame;2026-09-23;Maven's Chisel of Proliferation;Chaos Orb;48.39;High
Allflame;2026-09-23;Orb of Dominance;Chaos Orb;1730;High
Allflame;2026-09-23;Mirror of Kalandra;Chaos Orb;395391;High
Allflame;2026-09-23;Mirror Shard;Chaos Orb;19942;High
Allflame;2026-09-23;Portal Scroll;Chaos Orb;0.03092;High
Allflame;2026-09-23;Rogue's Marker;Chaos Orb;0.001272;High
Allflame;2026-09-23;Sacred Orb;Chaos Orb;82.79;High
Allflame;2026-09-23;Tailoring Orb;Chaos Orb;543.5;High
Allflame;2026-09-23;Tainted Armourer's Scrap;Chaos Orb;2.3;High
Allflame;2026-09-23;Tainted Catalyst;Chaos Orb;11.46;High
Allflame;2026-09-23;Tainted Chaos Orb;Chaos Orb;18.04;High
Allflame;2026-09-23;Tainted Chromatic Orb;Chaos Orb;5.53;High
Allflame;2026-09-23;Volatile Vaal Orb;Chaos Orb;1321;High
Allflame;2026-09-23;Tainted Divine Teardrop;Chaos Orb;2058;High
Allflame;2026-09-23;Tainted Jeweller's Orb;Chaos Orb;1.65;High
Allflame;2026-09-23;Tainted Mythic Orb;Chaos Orb;15.04;High
Allflame;2026-09-23;Tempering Orb;Chaos Orb;605.9;High
Allflame;2026-09-23;Vaal Orb;Chaos Orb;0.7488;High
